crop_name,planting_date,harvest_date,growth_stage,pest_control_measures,yield_prediction
Potato,2024-11-08,2025-02-15,Vegetative,Chemical pesticides,3301
Potato,2024-09-23,2024-12-20,Seedling,Biological pest control,2632
Rice,2023-08-22,2024-01-03,Flowering,Biological pest control,602
Corn,2023-05-15,2023-10-10,Fruiting,Regular field monitoring,3943
Tomato,2023-09-07,2023-12-06,Maturity,Chemical pesticides,2584
Barley,2023-04-01,2023-07-29,Seedling,Use of organic pesticides,2401
Tomato,2024-05-15,2024-11-08,Fruiting,Use of organic pesticides,1524
Potato,2024-05-18,2024-08-21,Vegetative,Neem oil application,4045
Rice,2024-01-25,2024-05-13,Fruiting,Use of organic pesticides,1687
Corn,2024-12-03,2025-05-31,Seedling,Crop rotation,2623
Corn,2023-05-13,2023-09-19,Seedling,Regular field monitoring,4054
Wheat,2023-12-28,2024-05-30,Maturity,Neem oil application,1341
Rice,2023-03-25,2023-07-23,Seedling,Biological pest control,4358
Rice,2024-11-17,2025-04-19,Seedling,Biological pest control,984
Corn,2023-11-15,2024-03-03,Seedling,Crop rotation,3358
Soybean,2023-10-13,2024-04-07,Flowering,Neem oil application,4768
Barley,2023-08-13,2023-11-04,Seedling,Biological pest control,4710
Corn,2024-05-15,2024-07-22,Flowering,Chemical pesticides,2466
Soybean,2024-04-21,2024-09-27,Vegetative,Neem oil application,2255
Tomato,2024-10-10,2024-12-18,Fruiting,Use of organic pesticides,3882
Barley,2024-07-17,2024-11-22,Fruiting,Chemical pesticides,897
Sugarcane,2023-05-26,2023-08-11,Maturity,Regular field monitoring,4218
Barley,2024-08-08,2024-11-04,Vegetative,Biological pest control,4578
Tomato,2023-06-29,2023-12-24,Vegetative,Crop rotation,1790
Tomato,2024-11-05,2025-01-17,Vegetative,Chemical pesticides,620
Sugarcane,2024-12-16,2025-03-27,Maturity,Crop rotation,4042
Tomato,2024-08-26,2025-01-11,Fruiting,Use of organic pesticides,4772
Cotton,2023-05-03,2023-09-04,Vegetative,Use of organic pesticides,770
Sugarcane,2024-11-12,2025-03-04,Maturity,Crop rotation,4497
Sugarcane,2024-06-17,2024-08-31,Flowering,Chemical pesticides,4343
Cotton,2023-07-21,2023-10-05,Vegetative,Use of organic pesticides,2824
Rice,2023-03-27,2023-07-01,Vegetative,Neem oil application,988
Barley,2023-04-21,2023-09-06,Maturity,Biological pest control,539
Potato,2023-07-09,2023-09-08,Maturity,Use of organic pesticides,1806
Wheat,2023-04-07,2023-06-17,Fruiting,Use of organic pesticides,4687
Barley,2023-10-13,2024-02-22,Flowering,Use of organic pesticides,652
Rice,2023-10-16,2024-02-16,Seedling,Regular field monitoring,3126
Lettuce,2024-03-27,2024-07-17,Flowering,Regular field monitoring,3465
Potato,2023-08-08,2023-10-23,Seedling,Biological pest control,783
Soybean,2025-02-15,2025-05-18,Vegetative,Chemical pesticides,2844
Sugarcane,2024-08-21,2024-10-24,Seedling,Neem oil application,1042
Barley,2024-07-01,2024-09-11,Flowering,Regular field monitoring,1273
Cotton,2024-09-02,2025-02-20,Flowering,Biological pest control,3059
Soybean,2023-08-09,2024-01-23,Maturity,Regular field monitoring,3689
Wheat,2023-11-26,2024-02-24,Flowering,Regular field monitoring,1450
Sugarcane,2024-09-11,2024-11-23,Fruiting,Use of organic pesticides,3373
Tomato,2024-06-23,2024-11-08,Vegetative,Neem oil application,559
Rice,2024-09-12,2025-02-28,Seedling,Use of organic pesticides,2078
Potato,2023-06-14,2023-10-13,Fruiting,Crop rotation,4994
Sugarcane,2023-11-17,2024-03-07,Flowering,Regular field monitoring,3981
Wheat,2024-11-23,2025-03-19,Seedling,Crop rotation,2109
Potato,2024-08-09,2024-11-19,Flowering,Neem oil application,625
Tomato,2024-11-20,2025-03-12,Maturity,Chemical pesticides,3530
Cotton,2024-12-22,2025-03-13,Flowering,Regular field monitoring,919
Soybean,2024-04-25,2024-10-14,Seedling,Neem oil application,4903
Cotton,2024-04-25,2024-08-30,Maturity,Neem oil application,2188
Lettuce,2024-04-23,2024-09-25,Maturity,Regular field monitoring,3944
Sugarcane,2023-05-11,2023-09-18,Maturity,Use of organic pesticides,2966
Lettuce,2024-06-11,2024-11-04,Flowering,Crop rotation,1801
Cotton,2024-01-02,2024-03-29,Seedling,Use of organic pesticides,609
Sugarcane,2024-04-22,2024-09-12,Vegetative,Regular field monitoring,2602
Cotton,2023-12-29,2024-04-02,Seedling,Chemical pesticides,1192
Rice,2024-08-04,2024-10-28,Flowering,Biological pest control,4954
Rice,2023-07-11,2023-10-30,Fruiting,Chemical pesticides,2758
Corn,2023-08-20,2024-01-12,Fruiting,Crop rotation,3694
Corn,2023-03-10,2023-05-21,Seedling,Neem oil application,1365
Sugarcane,2023-04-01,2023-08-07,Flowering,Regular field monitoring,3467
Cotton,2025-01-17,2025-03-31,Vegetative,Chemical pesticides,3138
Potato,2023-07-21,2023-12-27,Maturity,Neem oil application,4316
Soybean,2023-07-19,2023-12-20,Maturity,Crop rotation,978
Potato,2023-02-24,2023-08-04,Maturity,Use of organic pesticides,4033
Corn,2023-04-28,2023-10-06,Seedling,Use of organic pesticides,2510
Lettuce,2024-08-24,2024-11-07,Maturity,Regular field monitoring,700
Soybean,2024-12-08,2025-04-07,Flowering,Crop rotation,2269
Corn,2023-11-30,2024-05-11,Flowering,Crop rotation,4236
Tomato,2023-03-27,2023-07-28,Fruiting,Neem oil application,3743
Rice,2023-12-29,2024-03-13,Vegetative,Chemical pesticides,4042
Wheat,2024-10-04,2025-03-25,Fruiting,Neem oil application,4730
Wheat,2023-05-05,2023-10-13,Maturity,Chemical pesticides,3714
Wheat,2023-10-11,2024-02-03,Vegetative,Crop rotation,3062
Potato,2024-12-18,2025-03-09,Vegetative,Use of organic pesticides,4025
Corn,2023-10-07,2024-01-27,Seedling,Biological pest control,3646
Barley,2023-10-31,2024-02-19,Fruiting,Biological pest control,809
Soybean,2024-01-26,2024-04-29,Maturity,Regular field monitoring,3441
Barley,2023-12-09,2024-02-27,Maturity,Crop rotation,2578
Barley,2024-07-04,2024-09-18,Seedling,Biological pest control,3014
Barley,2024-07-17,2024-10-11,Seedling,Crop rotation,2923
Sugarcane,2023-09-27,2024-03-18,Maturity,Use of organic pesticides,1582
Potato,2023-08-17,2024-01-12,Maturity,Use of organic pesticides,1491
Wheat,2025-01-01,2025-03-06,Vegetative,Biological pest control,2412
Wheat,2023-03-20,2023-06-18,Maturity,Biological pest control,3656
Wheat,2024-09-10,2024-12-09,Fruiting,Biological pest control,2342
Soybean,2023-03-31,2023-09-22,Maturity,Neem oil application,2205
Wheat,2024-01-25,2024-06-17,Fruiting,Neem oil application,2531
Barley,2024-04-05,2024-08-31,Maturity,Use of organic pesticides,2652
Cotton,2025-01-29,2025-04-05,Seedling,Biological pest control,4271
Rice,2024-04-05,2024-09-02,Seedling,Biological pest control,1704
Barley,2024-04-07,2024-08-27,Vegetative,Crop rotation,654
Rice,2023-12-15,2024-04-02,Maturity,Regular field monitoring,641
Cotton,2024-09-20,2025-02-08,Seedling,Biological pest control,3611
Tomato,2023-09-17,2024-02-15,Maturity,Use of organic pesticides,4410
Rice,2024-04-23,2024-07-19,Seedling,Regular field monitoring,4512
Barley,2023-04-06,2023-07-07,Maturity,Crop rotation,2885
Sugarcane,2023-10-07,2023-12-25,Maturity,Use of organic pesticides,4851
Corn,2023-12-18,2024-03-11,Fruiting,Chemical pesticides,2040
Cotton,2023-10-26,2024-02-24,Vegetative,Chemical pesticides,3729
Sugarcane,2023-07-12,2023-09-18,Vegetative,Regular field monitoring,1353
Wheat,2024-05-27,2024-07-26,Fruiting,Biological pest control,3418
Tomato,2025-01-10,2025-06-01,Flowering,Biological pest control,4498
Cotton,2024-04-25,2024-08-29,Fruiting,Use of organic pesticides,685
Corn,2023-03-08,2023-05-10,Seedling,Regular field monitoring,701
Rice,2024-01-30,2024-05-12,Maturity,Neem oil application,3486
Wheat,2023-05-24,2023-08-12,Flowering,Regular field monitoring,4268
Sugarcane,2023-12-08,2024-05-05,Fruiting,Neem oil application,2546
Corn,2023-07-11,2023-09-28,Fruiting,Biological pest control,519
Potato,2024-03-09,2024-07-28,Seedling,Use of organic pesticides,4753
Barley,2023-05-05,2023-08-25,Maturity,Biological pest control,3798
Corn,2024-07-17,2024-12-19,Vegetative,Regular field monitoring,1238
Rice,2024-01-17,2024-03-21,Seedling,Crop rotation,3861
Sugarcane,2023-06-19,2023-12-04,Fruiting,Use of organic pesticides,861
Cotton,2023-11-26,2024-05-14,Flowering,Regular field monitoring,3375
Lettuce,2024-05-17,2024-08-20,Flowering,Regular field monitoring,3208
Cotton,2024-04-23,2024-08-17,Maturity,Chemical pesticides,4956
Tomato,2023-10-29,2024-03-17,Seedling,Biological pest control,4579
Potato,2024-06-24,2024-12-17,Fruiting,Use of organic pesticides,3055
Barley,2024-06-06,2024-11-22,Maturity,Use of organic pesticides,525
Potato,2024-03-30,2024-06-05,Vegetative,Chemical pesticides,4972
Cotton,2023-09-17,2024-02-04,Seedling,Regular field monitoring,3099
Potato,2023-10-13,2023-12-24,Maturity,Neem oil application,2125
Tomato,2024-05-08,2024-09-28,Fruiting,Regular field monitoring,3021
Wheat,2023-12-22,2024-05-16,Seedling,Neem oil application,1847
Corn,2023-10-07,2024-02-20,Maturity,Crop rotation,665
Sugarcane,2023-07-11,2023-11-25,Vegetative,Crop rotation,4501
Rice,2023-08-14,2023-12-06,Fruiting,Use of organic pesticides,2578
Potato,2023-11-03,2024-03-28,Maturity,Crop rotation,2063
Barley,2024-08-29,2025-01-24,Vegetative,Chemical pesticides,4268
Cotton,2024-04-09,2024-07-22,Fruiting,Biological pest control,4344
Barley,2024-06-27,2024-10-13,Vegetative,Neem oil application,1467
Barley,2023-02-27,2023-07-30,Vegetative,Chemical pesticides,4143
Barley,2023-10-06,2024-03-10,Maturity,Neem oil application,4218
Wheat,2023-04-15,2023-08-05,Seedling,Chemical pesticides,3648
Wheat,2024-12-02,2025-02-07,Flowering,Crop rotation,748
Cotton,2023-07-21,2024-01-01,Flowering,Biological pest control,4466
Potato,2023-09-03,2024-01-04,Seedling,Crop rotation,4249
Potato,2025-01-21,2025-06-22,Flowering,Neem oil application,3677
Lettuce,2023-07-22,2023-09-29,Fruiting,Use of organic pesticides,2510
Wheat,2025-01-18,2025-05-20,Seedling,Neem oil application,4061
Corn,2024-06-30,2024-12-01,Fruiting,Use of organic pesticides,3277
Potato,2023-08-23,2023-12-12,Fruiting,Crop rotation,1660
Soybean,2024-09-16,2025-02-05,Flowering,Neem oil application,1352
Wheat,2023-08-14,2023-12-21,Flowering,Regular field monitoring,914
Sugarcane,2023-04-20,2023-09-21,Fruiting,Crop rotation,1259
Barley,2024-11-07,2025-02-01,Vegetative,Regular field monitoring,2400
Tomato,2024-03-11,2024-06-30,Maturity,Neem oil application,1715
Tomato,2024-12-15,2025-02-27,Vegetative,Neem oil application,1149
Wheat,2024-11-15,2025-01-23,Seedling,Neem oil application,3673
Corn,2023-03-21,2023-07-24,Flowering,Biological pest control,1543
Lettuce,2023-03-25,2023-05-25,Seedling,Crop rotation,4122
Cotton,2023-05-16,2023-08-07,Fruiting,Neem oil application,3840
Corn,2023-11-27,2024-05-19,Flowering,Crop rotation,4818
Wheat,2023-02-17,2023-07-01,Seedling,Regular field monitoring,1120
Potato,2024-03-14,2024-08-25,Maturity,Use of organic pesticides,815
Soybean,2023-03-19,2023-08-03,Flowering,Biological pest control,812
Barley,2024-01-27,2024-06-17,Flowering,Use of organic pesticides,2863
Sugarcane,2024-12-02,2025-03-29,Seedling,Use of organic pesticides,1640
Cotton,2024-05-19,2024-10-14,Fruiting,Use of organic pesticides,4737
Tomato,2024-11-26,2025-03-22,Seedling,Use of organic pesticides,4067
Barley,2023-12-28,2024-05-17,Flowering,Chemical pesticides,2425
Tomato,2024-12-03,2025-02-13,Maturity,Chemical pesticides,4433
Cotton,2024-10-06,2025-02-03,Vegetative,Crop rotation,2061
Tomato,2025-01-06,2025-04-29,Maturity,Use of organic pesticides,3593
Cotton,2023-04-23,2023-08-11,Fruiting,Regular field monitoring,4427
Corn,2024-07-08,2024-10-21,Seedling,Neem oil application,3285
Soybean,2023-09-16,2024-03-04,Vegetative,Chemical pesticides,3073
Potato,2023-10-22,2023-12-28,Fruiting,Neem oil application,2031
Soybean,2023-08-28,2023-11-16,Vegetative,Biological pest control,1326
Rice,2025-01-13,2025-04-23,Vegetative,Neem oil application,1676
Rice,2024-08-10,2024-11-22,Fruiting,Biological pest control,2039
Barley,2025-01-02,2025-06-30,Fruiting,Regular field monitoring,899
Wheat,2024-07-16,2024-09-17,Vegetative,Chemical pesticides,4426
Sugarcane,2023-04-06,2023-09-12,Flowering,Use of organic pesticides,4930
Wheat,2023-05-17,2023-09-05,Fruiting,Use of organic pesticides,1952
Lettuce,2024-07-10,2024-09-26,Maturity,Neem oil application,3282
Rice,2025-01-28,2025-06-09,Maturity,Neem oil application,1004
Cotton,2023-03-30,2023-08-01,Fruiting,Neem oil application,1533
Wheat,2023-10-18,2024-03-16,Vegetative,Regular field monitoring,3492
Barley,2025-01-09,2025-05-28,Maturity,Biological pest control,1623
Tomato,2024-08-17,2025-01-08,Vegetative,Regular field monitoring,1553
Potato,2024-03-27,2024-09-22,Fruiting,Regular field monitoring,2326
Lettuce,2023-05-06,2023-08-31,Seedling,Biological pest control,4165
Barley,2024-02-15,2024-04-15,Flowering,Regular field monitoring,4790
Barley,2024-04-22,2024-07-04,Seedling,Regular field monitoring,2681
Tomato,2023-09-07,2023-12-19,Maturity,Biological pest control,1489
Sugarcane,2023-10-14,2024-02-22,Vegetative,Neem oil application,2174
Sugarcane,2024-07-24,2024-10-18,Maturity,Regular field monitoring,3592
Lettuce,2024-04-14,2024-06-23,Seedling,Crop rotation,1491
Corn,2024-11-02,2025-04-13,Seedling,Crop rotation,3634
Corn,2024-07-17,2024-10-07,Vegetative,Crop rotation,3712
Corn,2023-06-01,2023-08-18,Seedling,Chemical pesticides,2035
Corn,2023-09-13,2023-11-17,Flowering,Use of organic pesticides,1590
Rice,2023-04-23,2023-08-17,Fruiting,Regular field monitoring,1498
Soybean,2025-01-04,2025-05-08,Flowering,Chemical pesticides,3829
Soybean,2024-05-27,2024-09-07,Vegetative,Neem oil application,4713
Potato,2023-04-07,2023-09-26,Fruiting,Chemical pesticides,1622
Corn,2024-12-19,2025-06-01,Vegetative,Crop rotation,969
Soybean,2023-12-10,2024-05-11,Seedling,Chemical pesticides,1669
Lettuce,2024-08-13,2024-11-09,Flowering,Crop rotation,3197
Rice,2023-06-03,2023-08-21,Seedling,Regular field monitoring,4497
Wheat,2024-07-01,2024-08-31,Flowering,Regular field monitoring,3143
Rice,2024-05-27,2024-09-30,Seedling,Chemical pesticides,978
Sugarcane,2023-03-07,2023-05-12,Seedling,Use of organic pesticides,4208
Lettuce,2023-03-21,2023-06-26,Maturity,Crop rotation,3596
Sugarcane,2025-02-09,2025-08-03,Flowering,Use of organic pesticides,1739
Rice,2024-10-08,2025-01-13,Flowering,Chemical pesticides,1032
Wheat,2024-08-19,2024-11-29,Seedling,Biological pest control,2283
Rice,2024-04-13,2024-07-28,Seedling,Regular field monitoring,3492
Corn,2024-06-05,2024-09-16,Vegetative,Chemical pesticides,928
Potato,2024-07-08,2024-12-25,Maturity,Use of organic pesticides,1167
Barley,2024-01-14,2024-06-14,Fruiting,Use of organic pesticides,1180
Soybean,2023-02-21,2023-06-05,Vegetative,Neem oil application,3977
Tomato,2023-06-01,2023-08-22,Seedling,Biological pest control,668
Corn,2023-05-18,2023-09-15,Flowering,Crop rotation,2593
Potato,2023-04-06,2023-09-12,Vegetative,Crop rotation,4151
Potato,2023-11-12,2024-03-24,Fruiting,Regular field monitoring,4512
Lettuce,2023-05-14,2023-08-09,Vegetative,Regular field monitoring,1807
Barley,2024-08-24,2024-12-14,Seedling,Crop rotation,4892
Cotton,2023-08-13,2023-11-13,Vegetative,Neem oil application,4572
Tomato,2024-11-26,2025-03-30,Vegetative,Use of organic pesticides,1166
Barley,2023-08-21,2024-02-15,Maturity,Chemical pesticides,3191
Soybean,2023-02-17,2023-05-25,Flowering,Regular field monitoring,1977
Potato,2024-06-22,2024-10-20,Flowering,Crop rotation,856
Tomato,2023-10-04,2024-02-23,Fruiting,Chemical pesticides,4997
Barley,2024-06-07,2024-11-12,Fruiting,Use of organic pesticides,4514
Sugarcane,2024-04-19,2024-09-05,Vegetative,Biological pest control,3406
Sugarcane,2024-05-27,2024-08-20,Vegetative,Use of organic pesticides,2947
Soybean,2023-03-28,2023-07-06,Flowering,Regular field monitoring,2704
Rice,2024-05-03,2024-07-30,Maturity,Regular field monitoring,2911
Soybean,2024-03-13,2024-05-30,Vegetative,Crop rotation,3378
Rice,2024-10-20,2025-01-22,Fruiting,Crop rotation,2487
Wheat,2023-11-12,2024-04-20,Flowering,Regular field monitoring,3707
Potato,2023-07-08,2023-10-25,Fruiting,Chemical pesticides,4420
Potato,2023-09-09,2023-12-20,Seedling,Chemical pesticides,914
Potato,2023-05-24,2023-09-17,Vegetative,Neem oil application,617
Cotton,2025-02-13,2025-04-24,Vegetative,Regular field monitoring,3770
Cotton,2023-05-30,2023-10-29,Maturity,Neem oil application,4379
Wheat,2023-05-20,2023-10-26,Maturity,Use of organic pesticides,2456
Barley,2023-08-25,2024-01-29,Vegetative,Regular field monitoring,4367
Sugarcane,2024-03-04,2024-08-25,Seedling,Biological pest control,1370
Cotton,2024-12-19,2025-06-12,Flowering,Biological pest control,1561
Barley,2023-04-13,2023-08-08,Fruiting,Chemical pesticides,2059
Lettuce,2023-05-06,2023-09-10,Seedling,Biological pest control,854
Sugarcane,2024-03-20,2024-06-29,Flowering,Use of organic pesticides,891
Rice,2024-09-22,2025-01-10,Flowering,Use of organic pesticides,3968
Potato,2024-03-03,2024-07-14,Flowering,Crop rotation,4392
Soybean,2023-06-11,2023-10-09,Maturity,Biological pest control,624
Barley,2023-04-25,2023-09-26,Maturity,Chemical pesticides,4868
Tomato,2024-07-13,2024-10-26,Seedling,Use of organic pesticides,3076
Potato,2024-12-15,2025-04-24,Flowering,Crop rotation,1462
Sugarcane,2023-11-15,2024-04-05,Fruiting,Neem oil application,3093
Corn,2023-09-26,2023-12-31,Maturity,Biological pest control,4150
Soybean,2023-11-12,2024-04-13,Vegetative,Crop rotation,3468
Corn,2024-02-04,2024-04-08,Maturity,Use of organic pesticides,4606
Cotton,2024-08-25,2024-12-28,Seedling,Chemical pesticides,1024
Lettuce,2023-09-08,2024-02-15,Maturity,Regular field monitoring,1639
Wheat,2023-04-09,2023-06-30,Flowering,Neem oil application,4201
Sugarcane,2024-08-12,2025-02-06,Fruiting,Crop rotation,3581
Tomato,2023-05-30,2023-11-26,Maturity,Crop rotation,4478
Soybean,2023-08-27,2024-02-22,Vegetative,Regular field monitoring,4010
Barley,2023-05-08,2023-08-12,Maturity,Neem oil application,2132
Barley,2023-11-05,2024-03-08,Seedling,Crop rotation,1052
Soybean,2023-05-25,2023-08-30,Vegetative,Biological pest control,766
Potato,2023-08-07,2023-10-28,Vegetative,Use of organic pesticides,1987
Soybean,2024-02-01,2024-05-18,Vegetative,Crop rotation,2595
Tomato,2023-10-22,2023-12-26,Vegetative,Chemical pesticides,2017
Barley,2023-11-21,2024-02-11,Flowering,Crop rotation,4015
Cotton,2023-09-30,2023-12-01,Maturity,Regular field monitoring,4247
Soybean,2023-07-11,2023-10-21,Flowering,Chemical pesticides,2667
Lettuce,2023-12-21,2024-04-30,Seedling,Chemical pesticides,3793
Tomato,2023-04-15,2023-09-12,Seedling,Biological pest control,3036
Cotton,2023-12-29,2024-06-07,Seedling,Biological pest control,2467
Sugarcane,2024-09-15,2025-01-04,Maturity,Chemical pesticides,748
Wheat,2024-10-01,2024-12-12,Flowering,Regular field monitoring,1777
Cotton,2024-12-29,2025-03-06,Maturity,Regular field monitoring,4963
Barley,2023-04-19,2023-07-02,Seedling,Biological pest control,3323
Barley,2024-01-03,2024-04-07,Maturity,Use of organic pesticides,4611
